Key,Block Number,Road Name,Property City,Property State,Zip Code Short,Neighborhood,Property Use,Parcel Square Footage,Finished Living Space,2016 Land,2016 Building,2015 Land,2015 Building,2012 Land,2012 Building,Most Recent Sale Date, Sale Price 
1451,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,4737,114100,439700,114100,439700,114100,439700,Jan 24 2012,0
1452,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,3376,82600,383600,82600,383600,82600,383600,Dec 28 2015,366000
1453,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2868,82600,348800,82600,348800,82600,348800,Nov 19 1993,0
1454,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2530,2877,82600,276100,82600,276100,82600,276100,Jul 31 2012,270000
1455,400,Van Wyck ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,4000,2020,111700,273700,111700,273700,111700,273700,Feb 18 1986,145000
1457,400,Van Wyck ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2500,2020,81100,273700,81100,273700,81100,273700,Jan 25 2002,233000
1458,400,Van Wyck ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2600,2769,81100,311600,81100,311600,81100,311600,Jun 24 2013,0
1459,400,Van Wyck ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3500,2020,111700,273700,111700,273700,111700,273700,Apr 27 2004,320000
1460,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2104,109600,220300,109600,220300,109600,220300,Aug 12 1988,30000
1461,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,3990,123200,379400,123200,379400,123200,379400,Jun 15 1990,314500
1462,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,7600,3676,181400,354300,181400,354300,181400,354300,Aug  7 2008,650000
1463,1100,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1706,110900,219100,110900,219100,110900,219100,May 16 2002,196000
1465,1100,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1706,99400,219100,99400,219100,99400,219100,Nov 29 2014,0
1466,1100,Colonial Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,3700,2232,111700,308800,111700,308800,111700,308800,Jun 11 2009,234650
1467,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1640,94100,165800,94100,165800,94100,165800,Sep 30 1997,136900
1468,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2860,1722,94100,211400,94100,211400,94100,211400,Mar 19 1996,126000
1469,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1742,104000,214500,104000,214500,104000,214500,Apr 18 2011,319000
1470,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1640,94100,179400,94100,179400,94100,179400,Jan 15 2010,330000
1471,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1722,94100,207800,94100,207800,94100,207800,Dec  2 2013,0
1473,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1706,97900,219100,97900,219100,97900,219100,Mar 31 2000,157000
1474,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1706,105100,219100,105100,219100,105100,219100,Jun 29 1988,130000
1475,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1846,90600,245600,90600,245600,90600,245600,Jul  7 2011,315000
1476,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1846,90600,245600,90600,245600,90600,245600,Aug 24 2011,315000
1477,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,8300,3084,273300,353500,273300,353500,273300,353500,Dec 14 2007,692000
1478,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2224,133600,270900,133600,270900,133600,270900,Apr 23 2003,0
1479,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2224,133600,266200,133600,266200,133600,266200,Jul  5 1983,155000
1481,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2659,191500,388900,191500,388900,191500,388900,May 12 2005,558000
1482,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1966,102200,253900,102200,253900,102200,253900,Feb 10 2004,275000
1483,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2100,1852,73300,246500,73300,246500,73300,246500,Oct 30 2001,219000
1484,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1966,146900,253900,146900,253900,146900,253900,Jul 31 2003,0
1485,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Non-Taxable,0,NULL,73300,0,73300,0,73300,0,Apr 10 1985,0
1486,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,3936,209800,380300,209800,380300,209800,380300,Jun 13 2008,672500
1487,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2758,152600,292300,152600,292300,152600,292300,Aug 14 2002,400000
1489,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2203,101800,286100,101800,280900,101800,280900,Dec 15 2015,399000
1490,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2128,2143,73400,236400,73400,236400,73400,236400,Dec 30 2014,310000
1491,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2143,73400,282800,73400,282800,73400,282800,Sep 20 2005,385000
1492,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2525,101300,325100,101300,325100,101300,325100,Apr 25 2016,425000
1493,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,3135,192000,349400,192000,349400,192000,349400,Nov  1 1985,197800
1494,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,4950,2029,104500,275700,104500,275700,104500,275700,Feb 27 2013,375000
1495,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,1800,1619,63200,237800,63200,235500,63200,235500,May 18 2015,315000
1497,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,1800,2029,63200,253900,63200,253900,63200,253900,May 22 2013,0
1498,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3000,2029,98700,247100,98700,247100,98700,247100,Jun 30 2011,0
1499,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3100,1619,96000,243600,96000,243600,96000,243600,Oct  6 2006,385000
1500,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,1800,1619,63200,219000,63200,219000,63200,219000,Jan 31 2001,150000
1501,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,1800,1882,63200,252400,63200,241600,63200,241600,Sep 22 2015,339900
1502,300,Shirley Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2900,2042,97400,256000,97400,256000,97400,256000,Oct 11 2002,259000
1503,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1716,98700,201200,98700,201200,98700,201200,Sep  7 2011,262000
1505,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1618,80800,195600,80800,195600,80800,195600,Jun 30 1987,98500
1506,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1868,119700,226700,119700,226700,119700,226700,Jun 21 2010,260000
1507,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,4800,3951,105000,333600,105000,142400,105000,142400,Nov 20 2014,130000
1508,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1620,78700,218900,78700,210200,78700,210200,Jul 15 2015,305000
1509,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1620,78700,214400,78700,214400,78700,214400,Jul  1 2013,299900
1510,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1404,80800,178100,80800,178100,80800,178100,Mar 22 2013,230000
1511,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1620,80800,201700,80800,201700,80800,201700,Dec 27 2012,0
1513,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,3877,3127,80800,340900,80800,340900,80800,340900,Jun 19 2013,479000
1514,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1716,105000,207500,105000,207500,105000,207500,Sep 15 2011,307000
1515,1200,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,3128,138700,319400,138700,319400,138700,319400,Sep 29 1994,250000
1516,1200,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,3303,182200,346200,182200,346200,182200,346200,Jul  7 1988,270700
1517,1100,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1575,116600,215900,116600,215900,116600,215900,Dec 12 2012,279000
1518,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2203,101300,280300,101300,280300,101300,280300,Dec  8 2014,0
1519,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2143,2143,73400,276300,73400,276300,73400,276300,Jul 16 2013,295000
1521,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2203,101300,280900,101300,280900,101300,280900,Jul  1 1994,172000
1522,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Non-Taxable,0,NULL,100000,0,100000,0,100000,0,Apr  4 1984,0
1523,1100,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1972,79200,250000,79200,250000,79200,250000,Mar 30 2001,179000
1524,1100,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1972,97400,237300,97400,237300,97400,237300,Mar 23 2001,0
1525,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,4500,2130,154600,276200,154600,276200,154600,276200,Feb 25 2015,386250
1526,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2143,73300,277800,73300,277800,73300,277800,May  4 2006,398000
1527,1300,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2143,73300,275000,73300,275000,73300,275000,Jul 12 2006,421000
1529,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1750,69600,183900,69600,183900,69600,183900,Oct 17 2010,258000
1530,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1816,69600,300600,69600,300600,69600,300600,Sep 25 2001,215100
1531,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2721,86900,327700,86900,327700,86900,327700,Feb 28 2002,265500
1532,300,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2667,2714,97400,260500,97400,260500,97400,260500,Jun 20 2007,450000
1533,300,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2194,2714,79000,259800,79000,259800,79000,259800,Jun  1 2010,217500
1534,300,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2200,2714,79000,260500,79000,260500,79000,260500,Mar 28 1995,167000
1535,300,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2213,2714,79000,268200,79000,268200,79000,268200,Jun 26 2008,380000
1537,300,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2794,2714,99700,265200,99700,265200,99700,265200,Dec 19 2014,350000
1538,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2244,113300,282600,113300,282600,113300,282600,Nov 19 2007,400000
1539,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2154,69600,263400,69600,263400,69600,263400,Jan 11 1993,145000
1540,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2154,69600,257500,69600,257500,69600,257500,Oct  7 2005,0
1541,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2738,86900,305400,86900,305400,86900,305400,Jul  5 2012,285000
1542,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2154,69600,257500,69600,257500,69600,257500,Sep 25 2015,0
1543,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2500,2597,86900,265700,86900,265700,86900,265700,May 28 2013,330000
1545,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2131,69600,251800,69600,251800,69600,251800,Aug 10 1987,157000
1546,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2131,86900,261700,86900,261700,86900,261700,Mar 29 2010,320000
1547,300,Pender Ct,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2748,104500,304600,104500,304600,104500,304600,Jun 27 2012,315000
1548,1200,Llewellyn Av,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2874,220300,298700,220300,298700,220300,298700,Apr 20 2012,0
1549,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,2900,1953,70900,309600,70900,309600,70900,309600,Nov  3 2010,327500
1550,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,1750,1953,58100,272000,58100,272000,58100,272000,May 23 2007,470000
1551,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1953,67000,261800,67000,261800,67000,261800,Aug  2 1988,196000
1553,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1953,66200,290400,66200,261800,66200,261800,Jul 15 2015,437000
1554,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1953,66200,292200,66200,261800,66200,261800,Apr 16 2015,420000
1555,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1953,67000,261800,67000,261800,67000,261800,Jul  1 2004,422200
1556,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4190,190700,438300,190700,438300,190700,438300,Jun 29 2010,699900
1557,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,6323,190700,607000,190700,607000,190700,607000,Nov 15 2000,0
1558,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,2527,172000,326900,172000,326900,172000,326900,Jul  2 2010,710000
1559,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3646,182200,386000,182200,386000,182200,386000,Feb 26 2005,0
1561,800,West Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4441,255500,451900,255500,451900,255500,451900,Aug 13 2003,0
1562,800,West Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3865,177600,395300,177600,395300,177600,395300,Jul 18 1995,325000
1563,300,South Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,5100,6260,177600,668800,177600,668800,177600,668800,Jun 19 2008,1150000
1564,300,South Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4573,218400,457100,218400,457100,218400,457100,Jul 17 1995,415000
1565,800,East Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3609,218400,363300,218400,363300,218400,363300,Oct 29 1999,389900
1566,800,East Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3999,217100,405800,217100,405800,217100,405800,Mar  2 1987,37000
1567,800,East Botetourt ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,6575,251800,644800,251800,644800,251800,644800,Apr  6 2006,1275000
1569,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4602,172000,465500,172000,465500,172000,465500,Apr 22 2014,0
1570,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4249,172000,435100,172000,435100,172000,435100,Jun 18 1987,285500
1571,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4018,160200,408500,160200,408500,160200,408500,Apr 24 2002,0
1572,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4406,172000,457100,172000,457100,172000,457100,Nov 12 1991,400000
1573,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4976,172000,458600,172000,458600,172000,458600,Mar 13 1985,29900
1574,800,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4348,190700,432000,190700,432000,190700,432000,Jul 17 2013,625000
1575,1000,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Non-Taxable,0,NULL,1670600,532600,1670600,532600,1670600,532600,Oct  4 2007,0
1577,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1654,61800,215700,61800,215700,61800,215700,May 19 2011,275000
1578,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1654,60500,212100,60500,212100,60500,212100,Jul 30 1993,0
1579,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,1600,1734,63700,217600,63700,217600,63700,217600,Sep 29 1997,118000
1580,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1654,67000,201900,67000,201900,67000,201900,May 16 2016,287000
1581,800,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,4800,5146,190700,468500,190700,468500,190700,468500,Oct 29 2013,600000
1582,800,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3492,152600,368300,152600,368300,152600,368300,Feb 20 2012,0
1583,800,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4256,170200,418600,170200,418600,170200,418600,Jul 24 1987,32000
1585,800,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,5000,4385,190700,464500,190700,440200,190700,440200,Dec  8 2015,0
1586,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4045,209800,450100,209800,450100,209800,450100,Nov 30 2007,836000
1587,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4195,172000,426600,172000,426600,172000,426600,Jul 24 2003,0
1588,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3129,152600,337300,152600,337300,152600,337300,Apr 13 2007,605000
1589,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3905,209800,429600,209800,408500,209800,408500,May 12 2015,650000
1590,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,5140,211500,493700,211500,493700,211500,493700,Oct 30 2008,825000
1591,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,5182,172000,510000,172000,510000,172000,510000,Sep 19 2011,775000
1593,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4309,172000,447100,172000,447100,172000,447100,Feb 14 2014,0
1594,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3526,342600,365600,342600,365600,342600,365600,Jan 24 2012,0
1595,600,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,4000,3711,152600,397200,152600,397200,152600,397200,May 22 2012,517500
1596,600,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3760,152600,388500,152600,388500,152600,388500,Aug 16 2013,540000
1597,600,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3423,152600,374300,152600,374300,152600,374300,Aug 31 1999,280000
1598,600,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4716,190700,457600,190700,457600,190700,457600,Mar 24 2016,0
1599,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,2998,189800,331100,189800,324600,189800,324600,Jul 10 2015,500000
1601,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3750,152600,396400,152600,396400,152600,396400,May  9 2005,635000
1602,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,4000,3163,152600,286200,152600,286200,152600,286200,Feb 29 2016,479000
1603,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3196,152600,325900,152600,325900,152600,325900,Sep 24 2012,512500
1604,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3696,152600,374200,152600,374200,152600,374200,Feb 17 2003,460000
1605,300,W Olney ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3857,190700,387200,190700,387200,190700,387200,Dec 29 2003,495000
1606,600,West Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3290,197600,423900,197600,423900,197600,423900,Feb 11 2010,765000
1607,600,West Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3206,178400,344400,178400,344400,178400,344400,Jan  9 2015,490000
1609,600,West Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3384,177800,353900,177800,353900,177800,353900,Jun 30 2005,0
1610,600,West Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,9300,4254,289600,414200,289600,414200,289600,414200,Mar 11 1998,379900
1611,600,East Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3983,187200,481600,187200,481600,187200,481600,Jul 26 2007,990000
1612,600,East Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4007,182200,381200,182200,381200,182200,381200,Dec  1 1997,280500
1613,600,East Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,2983,181900,317200,181900,317200,181900,317200,Oct  5 1994,269500
1614,600,East Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,2829,181900,339300,181900,339300,181900,339300,Dec 11 2014,568000
1615,600,East Mowbray ,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,8100,3436,244200,324600,244200,324600,244200,324600,Dec 14 2006,662500
1617,700,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3674,152600,379200,152600,379200,152600,379200,Feb  5 1988,328400
1618,700,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,4000,3634,152600,383500,152600,383500,152600,383500,May 14 1998,292500
1619,700,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3343,152600,356700,152600,356700,152600,356700,May 28 2010,0
1620,700,Mowbray Arch,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4763,181300,451900,181300,424000,181300,424000,Jun 22 2004,500000
1621,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3766,190700,422100,190700,422100,190700,422100,Oct 30 2009,770000
1622,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3762,152600,372000,152600,372000,152600,372000,May 28 2010,522500
1623,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4067,172000,428400,172000,428400,172000,428400,Apr 16 2009,0
1625,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4617,172000,439500,172000,439500,172000,439500,Jul 20 2002,410000
1626,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4050,190700,391200,190700,391200,190700,391200,Jun  5 2015,0
1627,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3719,183200,387300,183200,387300,183200,387300,Nov 30 2009,0
1628,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3210,152600,340000,152600,340000,152600,340000,Mar 21 2006,0
1629,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3400,152600,383900,152600,383900,152600,383900,Mar 31 2009,705000
1630,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3918,190700,413700,190700,413700,190700,413700,Dec 27 1983,175000
1631,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4163,152600,415900,152600,415900,152600,415900,Jul 20 2016,0
1633,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4007,152600,396900,152600,396900,152600,396900,Jan 29 1993,410000
1634,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,3469,152600,361900,152600,361900,152600,361900,Sep 17 2013,587500
1635,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4416,152600,441600,152600,441600,152600,441600,May 16 1985,218000
1636,300,Raleigh Av,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,5000,3509,190700,393400,190700,393400,190700,393400,Oct 30 2012,599900
1637,600,Fairfax Av,Norfolk                         ,VA  ,23507,150690,Non-Taxable,73492,NULL,1653500,4950000,1653500,4950000,1653500,4950000,Jun 30 1988,0
1638,500,W Olney ,Norfolk                         ,VA  ,,150600,Non-Taxable,0,NULL,245000,0,245000,0,245000,0,Apr 13 1990,0
1639,500,W Olney ,Norfolk                         ,VA  ,,150600,Non-Taxable,0,NULL,192500,0,192500,0,192500,0,Apr 13 1990,0
1641,500,Mowbray Arch,Norfolk                         ,VA  ,,150600,Non-Taxable,0,NULL,103000,0,103000,0,103000,0,Apr 13 1990,0
1642,500,W Olney ,Norfolk                         ,VA  ,23507,150600,Non-Taxable,0,NULL,128500,0,128500,0,128500,0,Apr 13 1990,0
1643,500,W Olney ,Norfolk                         ,VA  ,,150600,Non-Taxable,0,NULL,40500,0,40500,0,40500,0,Apr 13 1990,0
1644,400,W Olney ,Norfolk                         ,VA  ,23507,150600,Non-Taxable,0,NULL,1262500,0,1262500,0,1262500,0,Apr 13 1990,0
1645,500,W Olney ,Norfolk                         ,VA  ,,150600,Non-Taxable,0,NULL,200500,0,200500,0,200500,0,Apr 13 1990,0
1646,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,0,2657,193200,291000,193200,322400,193200,322400,Jan 13 2011,0
1647,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,6700,3389,192500,398900,192500,379600,192500,379600,Dec  2 2003,0
1649,300,W Brambleton ,Norfolk                         ,VA  ,23510,150990,Non-Taxable,14023,NULL,560900,0,560900,0,560900,0,Nov 16 1993,0
1650,400,W Brambleton ,Norfolk                         ,VA  ,23510,150990,Non-Taxable,33364,NULL,1334500,0,1334500,0,1334500,0,Nov 16 1993,0
1651,900,Woodrow Av,Norfolk                         ,VA  ,23517,150390,Vacant Land,10793,NULL,145700,0,145700,0,145700,0,Dec  1 2015,1600000
1652,700,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Non-Taxable,122702,NULL,2564500,23432100,2564500,23432100,2564500,23432100,Nov 11 1911,0
1653,1300,Stockley Gdns,Norfolk                         ,VA  ,23517,150300,Non-Taxable,0,NULL,800200,0,800200,0,800200,0,Nov 11 1911,0
1654,300,Shirley Av,Norfolk                         ,VA  ,23517,150490,Non-Taxable,162839,NULL,1538800,60250200,1538800,60250200,1538800,60250200,Nov 11 1911,0
1655,1300,Debree Av,Norfolk                         ,VA  ,23517,150490,Non-Taxable,19838,NULL,307500,662000,307500,662000,307500,662000,Nov 11 1911,0
